policyId,Gender,policyHolderAge,hasCanadianDrivingLicense,territory,hasAutoInsurance,hadVehicleClaimInPast,homeInsurancePremium,saleChannel,isOwner,rentedVehicle,hasMortgage,nbWeeksInsured,vehicleStatus
3559,Male,50,1,25,0,Yes,1207,26,0,1,NA,26,Recent vehicle
3560,Female,19,1,45,1,No,2309,152,0,1,NA,8,New vehicle
3578,Female,54,1,25,0,Yes,1700,26,0,1,NA,30,Recent vehicle
3582,Female,43,1,41,1,No,88,124,0,1,NA,29,Recent vehicle
3590,Female,29,1,17,1,No,1600,160,0,0,NA,40,New vehicle
3602,Male,61,1,50,0,Yes,88,157,0,0,NA,10,Recent vehicle
3603,Female,41,1,25,1,No,1316,124,0,0,NA,26,Recent vehicle
3627,Female,38,1,24,0,Yes,1827,124,0,0,NA,21,Recent vehicle
3633,Male,22,1,25,1,No,1376,152,0,0,NA,25,New vehicle
3636,Female,63,1,45,1,No,1449,124,0,0,NA,36,Recent vehicle
3639,Female,30,1,25,0,Yes,1098,154,0,1,NA,10,Recent vehicle
3669,Female,25,1,16,0,Yes,1044,152,1,0,1,36,New vehicle
3675,Female,30,1,7,1,No,1272,26,1,1,1,21,New vehicle
3680,Male,51,1,25,0,Yes,1398,55,1,0,1,10,Recent vehicle
3686,Male,61,1,25,1,No,1323,26,0,1,NA,18,Recent vehicle
3692,Male,42,1,35,0,Yes,1185,124,0,0,NA,26,Recent vehicle
3699,Male,23,1,25,0,Yes,1237,163,1,0,1,29,New vehicle
3700,Male,50,1,7,0,Yes,1345,124,1,0,1,29,Recent vehicle
3701,Female,21,1,17,0,Yes,944,152,0,0,NA,14,New vehicle
3704,Female,43,1,21,1,No,88,151,0,1,NA,5,Recent vehicle
3729,Male,63,1,25,0,Yes,2257,26,1,0,1,5,Old vehicle
3734,Female,24,1,14,1,No,1057,26,0,0,NA,28,New vehicle
3736,Female,44,1,5,1,No,88,124,1,1,0,21,Recent vehicle
3751,Female,35,1,25,1,No,88,124,0,1,NA,21,Recent vehicle
3789,Female,46,1,41,0,Yes,1460,26,1,0,1,11,Recent vehicle
3790,Male,70,1,12,1,No,1157,26,0,1,NA,25,Recent vehicle
3791,Female,46,1,45,0,Yes,1532,124,0,0,NA,4,Recent vehicle
3817,Male,23,1,31,0,Yes,88,157,0,0,NA,6,Recent vehicle
3823,Female,21,1,16,0,Yes,1505,152,1,0,1,18,New vehicle
3837,Male,34,1,25,0,Yes,88,157,0,1,NA,45,Recent vehicle
3842,Male,65,1,18,1,No,1222,26,0,1,NA,33,Recent vehicle
3849,Male,51,1,18,0,Yes,1027,124,0,0,NA,29,Recent vehicle
3860,Male,48,1,12,0,No,1116,26,1,1,0,33,Recent vehicle
3864,Male,48,1,7,0,No,891,154,1,1,1,13,Recent vehicle
3865,Male,40,1,25,0,No,88,156,0,0,NA,31,Recent vehicle
3875,Female,58,1,25,0,Yes,798,26,1,1,1,34,Recent vehicle
3888,Male,21,1,16,0,Yes,1000,152,0,1,NA,39,New vehicle
3892,Male,79,0,25,0,Yes,1751,122,1,1,1,5,Recent vehicle
3906,Male,23,1,45,0,No,890,152,1,0,1,9,New vehicle
3929,Male,24,1,24,0,Yes,88,157,0,1,NA,42,Recent vehicle
3931,Male,45,1,27,0,Yes,832,124,0,0,NA,40,Old vehicle
3944,Male,20,1,7,1,No,825,152,0,0,NA,5,New vehicle
3960,Male,36,1,24,0,Yes,1056,124,1,1,1,5,Recent vehicle
3965,Female,23,1,7,1,Yes,844,163,0,1,NA,19,New vehicle
3975,Female,70,1,25,0,No,1353,26,1,0,1,15,Recent vehicle
3981,Male,21,1,7,1,No,847,152,0,0,NA,20,New vehicle
3987,Female,30,1,23,1,No,2380,152,1,1,1,16,New vehicle
3995,Male,30,1,12,0,Yes,1165,154,0,1,NA,7,Recent vehicle
3998,Male,56,1,25,0,Yes,1234,124,0,0,NA,24,Recent vehicle
4005,Male,24,1,5,0,Yes,88,152,0,0,NA,0,New vehicle
4018,Female,40,1,25,1,No,2360,55,0,0,NA,10,Recent vehicle
4025,Female,21,1,25,1,No,1531,152,0,0,NA,12,New vehicle
4046,Male,27,1,12,1,No,776,151,0,0,NA,3,New vehicle
4063,Male,27,1,3,1,No,1022,152,0,1,NA,5,New vehicle
4066,Female,21,1,38,0,Yes,925,152,0,1,NA,23,New vehicle
4099,Female,28,1,25,1,No,1371,152,1,1,1,35,New vehicle
4100,Female,25,1,32,0,Yes,822,160,1,1,1,33,New vehicle
4103,Male,35,1,15,0,Yes,1080,124,0,0,NA,28,Old vehicle
4106,Male,45,1,24,0,Yes,994,26,0,0,NA,40,Recent vehicle
4124,Male,28,1,17,0,Yes,1044,152,1,1,0,21,New vehicle
4130,Male,28,1,45,1,No,1095,152,0,0,NA,44,New vehicle
4144,Female,52,1,25,0,No,88,124,0,1,NA,42,Recent vehicle
4147,Male,57,1,7,0,Yes,1097,26,0,1,NA,9,Old vehicle
4152,Male,47,1,45,1,No,1605,4,1,0,1,7,Recent vehicle
4163,Male,66,1,17,1,No,88,124,1,1,1,13,Recent vehicle
4165,Female,28,1,17,1,No,88,152,0,0,NA,7,New vehicle
4167,Female,20,1,7,1,No,1049,152,0,1,NA,30,New vehicle
4219,Male,66,1,3,0,Yes,88,157,0,1,NA,40,Recent vehicle
4220,Male,43,1,21,0,Yes,783,26,0,0,NA,25,Recent vehicle
4227,Male,20,1,20,1,No,825,152,0,0,NA,20,New vehicle
4254,Male,30,1,25,0,Yes,1491,26,1,0,1,6,New vehicle
4257,Male,35,1,25,0,Yes,1087,124,1,1,1,14,New vehicle
4261,Male,61,1,48,1,No,88,122,0,1,NA,30,Recent vehicle
4269,Male,40,1,12,1,No,1098,124,0,0,NA,18,Recent vehicle
4272,Male,26,1,16,0,Yes,868,152,1,0,1,4,New vehicle
4277,Male,18,1,51,1,Yes,996,160,0,0,NA,9,New vehicle
4289,Male,30,1,45,0,Yes,88,156,1,0,1,33,Recent vehicle
4295,Female,26,1,12,1,No,797,160,1,0,1,18,New vehicle
4312,Male,38,1,25,0,Yes,997,124,0,1,NA,28,Recent vehicle
4319,Male,22,1,25,0,Yes,958,152,1,0,1,35,New vehicle
4327,Male,44,1,16,0,Yes,1039,26,0,0,NA,9,Recent vehicle
4332,Male,53,1,3,0,No,1191,26,1,0,1,15,Recent vehicle
4373,Male,65,1,25,0,Yes,976,26,0,0,NA,30,Recent vehicle
4377,Female,20,1,45,1,No,1000,152,0,1,NA,36,New vehicle
4378,Male,46,1,45,0,Yes,1413,124,1,0,1,40,Recent vehicle
4410,Female,38,1,25,0,Yes,88,13,0,1,NA,22,Recent vehicle
4412,Male,41,1,7,0,No,88,124,0,0,NA,28,Recent vehicle
4426,Male,42,1,14,0,Yes,1195,124,1,0,1,14,Recent vehicle
4427,Male,23,1,38,0,Yes,1687,152,0,0,NA,38,New vehicle
4450,Male,82,1,7,0,Yes,1434,26,1,1,0,35,Recent vehicle
4462,Female,23,1,12,0,No,938,152,1,1,1,14,New vehicle
4482,Male,47,1,25,0,Yes,1447,26,0,0,NA,37,Recent vehicle
4483,Male,32,1,3,1,No,875,152,1,0,1,7,New vehicle
4496,Female,62,1,38,1,No,1195,152,0,0,NA,37,Recent vehicle
4504,Female,32,1,25,0,Yes,1186,124,1,0,0,5,New vehicle
4511,Male,32,1,25,1,No,1295,26,0,0,NA,37,Recent vehicle
4528,Female,48,1,25,1,No,1399,124,1,1,1,10,Recent vehicle
4538,Male,47,1,20,0,Yes,1095,26,0,0,NA,45,Recent vehicle
4542,Female,67,1,7,0,Yes,842,124,0,0,NA,16,Recent vehicle
4543,Male,41,1,25,0,Yes,1113,124,0,0,NA,26,Recent vehicle
4567,Male,33,1,37,0,Yes,1056,152,0,1,NA,40,Recent vehicle
4595,Male,49,1,45,1,No,1154,26,0,1,NA,16,Recent vehicle
4610,Male,58,1,45,1,No,88,26,0,1,NA,35,Recent vehicle
4622,Male,72,1,14,1,No,1058,26,0,1,NA,2,Recent vehicle
4629,Female,22,1,51,0,No,862,152,1,0,0,35,New vehicle
4643,Male,27,1,45,1,No,1130,152,0,1,NA,4,New vehicle
4644,Female,19,1,32,1,No,88,152,0,0,NA,9,New vehicle
4647,Female,44,1,25,0,Yes,975,124,1,0,0,6,Old vehicle
4648,Male,55,1,7,0,Yes,1133,26,1,0,1,11,Old vehicle
4655,Male,36,1,38,0,Yes,1093,124,0,0,NA,45,Recent vehicle
4656,Female,30,1,45,1,No,1337,26,0,0,NA,16,New vehicle
4681,Female,59,1,25,0,Yes,88,157,0,1,NA,38,Recent vehicle
4688,Female,34,1,21,0,Yes,929,124,1,1,1,21,Recent vehicle
4698,Male,23,1,25,1,No,1209,152,0,1,NA,2,New vehicle
4701,Female,43,1,6,1,No,984,124,0,0,NA,12,Recent vehicle
4716,Female,24,1,38,0,Yes,1069,152,0,0,NA,32,New vehicle
4719,Male,62,1,49,0,Yes,88,26,1,1,0,7,Recent vehicle
4727,Male,47,1,5,0,Yes,88,124,1,0,1,16,Recent vehicle
4728,Male,45,1,25,0,Yes,88,158,1,0,1,34,Recent vehicle
4729,Female,23,1,47,1,No,655,152,0,1,NA,3,New vehicle
4731,Female,41,1,25,0,Yes,868,124,1,1,1,35,Recent vehicle
4732,Male,59,1,13,0,Yes,1196,124,0,0,NA,12,Recent vehicle
4752,Male,70,1,25,0,Yes,1620,124,1,0,1,9,Old vehicle
4753,Male,40,1,3,0,Yes,1191,124,0,0,NA,35,Recent vehicle
4770,Female,32,1,50,0,Yes,1267,157,0,0,NA,16,Recent vehicle
4772,Female,42,1,44,1,No,911,26,1,0,1,39,Recent vehicle
4776,Female,45,1,17,1,No,560,124,0,1,NA,4,Recent vehicle
4796,Male,25,1,26,0,Yes,2240,152,1,1,0,29,New vehicle
4809,Male,37,1,12,1,Yes,1173,124,0,1,NA,8,Recent vehicle
4810,Male,61,1,25,1,No,1098,26,0,1,NA,11,Recent vehicle
4818,Female,24,1,20,0,Yes,1594,155,0,0,NA,9,New vehicle
4820,Female,65,1,24,1,No,763,35,1,0,1,43,Recent vehicle
4829,Male,55,1,46,0,Yes,1152,26,0,0,NA,10,Recent vehicle
4834,Female,25,1,33,0,Yes,88,26,0,0,NA,6,Recent vehicle
4841,Male,18,1,25,0,Yes,1481,124,0,1,NA,21,Recent vehicle
4856,Male,42,1,35,0,Yes,1004,26,0,1,NA,10,Recent vehicle
4857,Female,50,1,25,0,Yes,88,124,1,1,1,34,Recent vehicle
4867,Male,28,1,23,0,Yes,783,152,1,0,0,10,New vehicle
4869,Male,78,1,50,0,Yes,1092,124,0,0,NA,30,Recent vehicle
4888,Female,25,1,38,0,Yes,740,152,0,0,NA,7,New vehicle
4899,Male,22,1,25,1,No,1800,152,0,0,NA,20,New vehicle
4939,Female,28,1,26,0,Yes,1008,152,0,0,NA,13,New vehicle
4952,Male,52,1,4,0,Yes,826,26,0,1,NA,8,Recent vehicle
4965,Male,39,1,45,0,Yes,1078,26,0,1,NA,18,Recent vehicle
4976,Female,45,1,7,0,Yes,1054,26,1,1,1,29,Recent vehicle
4979,Female,27,1,43,1,No,1023,152,1,1,0,29,New vehicle
5008,Male,21,1,15,0,Yes,934,152,1,0,1,11,New vehicle
5011,Female,21,1,17,1,No,1278,152,1,0,0,15,New vehicle
5035,Female,28,1,25,1,No,88,152,1,1,1,16,New vehicle
5047,Male,68,1,45,1,No,1710,26,0,0,NA,18,Recent vehicle
5066,Male,49,1,45,0,Yes,1208,124,0,1,NA,28,Recent vehicle
5071,Female,27,1,23,1,No,88,152,0,1,NA,28,New vehicle
5086,Male,23,1,45,1,No,1156,160,0,0,NA,41,New vehicle
5096,Female,21,1,10,1,No,933,152,0,1,NA,16,New vehicle
5098,Male,38,1,25,1,No,2418,26,0,0,NA,23,Recent vehicle
5099,Female,30,1,23,1,Yes,1022,26,0,0,NA,5,Recent vehicle
5103,Female,24,1,25,1,No,1852,152,0,1,NA,32,New vehicle
5104,Male,51,1,25,0,Yes,1579,124,0,1,NA,12,Recent vehicle
5111,Male,23,1,18,1,No,962,152,1,0,0,30,New vehicle
5118,Male,51,1,50,1,No,880,124,0,0,NA,20,Recent vehicle
5157,Female,29,1,50,1,No,1304,152,0,1,NA,7,New vehicle
5160,Male,23,1,32,0,Yes,940,152,1,1,1,0,New vehicle
5165,Female,20,1,8,1,No,1188,152,0,1,NA,33,New vehicle
5170,Male,68,1,32,0,Yes,738,26,0,0,NA,3,Recent vehicle
5206,Female,37,1,25,0,Yes,1316,124,1,0,1,44,Recent vehicle
5208,Female,24,1,46,1,No,965,152,0,0,NA,22,New vehicle
5219,Female,56,1,25,0,Yes,1034,156,0,0,NA,30,Recent vehicle
5220,Female,43,1,25,1,No,765,124,1,1,1,7,Recent vehicle
5225,Female,18,1,17,0,No,1099,152,1,1,1,39,New vehicle
5226,Male,65,1,29,1,Yes,1115,124,0,1,NA,40,Recent vehicle
5231,Male,18,1,17,0,Yes,1068,152,0,0,NA,25,New vehicle
5254,Male,47,1,25,0,Yes,1128,26,0,0,NA,36,Recent vehicle
5257,Male,45,1,33,0,Yes,88,124,0,1,NA,8,Recent vehicle
5268,Male,62,1,20,1,No,1927,26,0,1,NA,20,Recent vehicle
5315,Female,20,1,43,0,Yes,964,152,0,1,NA,33,New vehicle
5317,Male,38,1,23,0,Yes,1466,152,0,0,NA,44,Recent vehicle
5321,Female,29,1,50,0,Yes,969,151,0,1,NA,31,New vehicle
5331,Female,19,1,12,1,No,961,152,1,1,0,24,New vehicle
5333,Male,72,1,40,1,No,1031,26,0,1,NA,8,Recent vehicle
5334,Male,50,1,20,1,No,1501,26,0,0,NA,35,Recent vehicle
5354,Male,18,1,24,0,Yes,88,156,0,1,NA,24,Recent vehicle
5379,Male,70,1,25,0,Yes,1761,26,0,1,NA,6,Recent vehicle
5381,Female,35,1,25,0,Yes,1404,26,1,1,1,33,Recent vehicle
5388,Male,27,1,45,0,Yes,1243,26,0,0,NA,31,New vehicle
5393,Male,44,1,25,0,Yes,1882,26,0,0,NA,13,Recent vehicle
5399,Female,45,1,45,0,Yes,88,25,0,0,NA,42,Recent vehicle
5407,Male,52,1,25,1,No,1292,26,0,1,NA,22,Recent vehicle
5421,Male,20,1,45,1,No,1073,152,0,1,NA,6,New vehicle
5437,Female,31,1,5,0,Yes,88,26,0,1,NA,31,Recent vehicle
5439,Male,41,1,25,0,Yes,938,26,0,0,NA,17,Recent vehicle
5456,Female,21,1,23,1,No,1124,152,0,0,NA,40,New vehicle
5457,Male,25,1,12,0,Yes,88,157,0,0,NA,28,Recent vehicle
5481,Male,40,1,45,0,No,88,124,0,0,NA,34,Recent vehicle
5486,Male,29,1,25,1,No,1289,152,0,1,NA,20,New vehicle
5492,Female,29,1,45,1,No,1171,152,1,0,1,19,New vehicle
5493,Male,33,1,25,0,No,1175,156,0,1,NA,24,Recent vehicle
5503,Male,25,1,45,0,Yes,901,160,0,0,NA,7,New vehicle
5524,Male,27,1,24,0,Yes,1315,155,1,0,1,24,Recent vehicle
5528,Male,42,1,25,0,Yes,1868,26,1,0,1,5,Recent vehicle
5542,Male,26,1,45,0,Yes,88,156,0,0,NA,8,New vehicle
5549,Female,21,1,16,0,Yes,1008,26,0,0,NA,33,New vehicle
5550,Male,65,1,45,1,No,848,26,1,1,1,7,Recent vehicle
5563,Female,29,1,25,0,Yes,88,26,0,0,NA,15,New vehicle
5565,Female,19,1,8,1,No,1192,152,0,0,NA,12,New vehicle
5597,Male,73,1,45,1,No,1683,124,0,0,NA,8,Recent vehicle
5627,Female,29,1,12,0,Yes,88,160,1,0,1,8,New vehicle
5652,Female,38,1,17,0,Yes,1136,160,0,1,NA,26,Recent vehicle
5669,Female,58,1,16,1,No,1219,124,0,0,NA,6,Recent vehicle
5670,Female,20,1,16,1,No,1161,152,0,0,NA,39,New vehicle
5676,Female,64,1,25,0,Yes,1435,13,0,1,NA,14,Recent vehicle
5681,Male,22,1,22,0,Yes,88,156,0,0,NA,5,New vehicle
5682,Female,30,1,39,1,No,1133,152,0,0,NA,5,New vehicle
5697,Female,27,1,29,0,Yes,1111,152,1,1,1,36,New vehicle
5699,Female,25,1,45,0,No,88,160,1,0,1,32,New vehicle
5700,Female,20,1,36,1,No,1409,152,1,0,1,1,New vehicle
5704,Female,47,1,25,0,Yes,2143,26,0,1,NA,23,Recent vehicle
5709,Male,23,1,16,1,No,821,152,0,1,NA,9,New vehicle
5723,Male,58,1,17,1,No,2000,26,0,1,NA,5,Recent vehicle
5740,Female,34,1,16,0,Yes,1129,153,0,1,NA,25,Recent vehicle
5746,Male,23,1,25,0,Yes,1321,152,0,1,NA,12,New vehicle
5761,Male,26,1,25,0,Yes,2804,152,1,0,1,29,New vehicle
5762,Male,72,1,48,0,Yes,1398,26,0,1,NA,11,Old vehicle
5764,Female,47,1,18,1,No,914,7,0,0,NA,12,Recent vehicle
5770,Male,28,1,25,1,Yes,88,156,0,1,NA,39,Recent vehicle
5776,Male,41,1,18,1,No,88,26,1,1,1,14,Recent vehicle
5777,Male,22,1,47,0,Yes,741,152,0,1,NA,0,New vehicle
5793,Male,44,1,3,0,Yes,694,122,1,0,0,0,Recent vehicle
5817,Male,46,1,20,1,No,1268,26,1,1,1,9,Recent vehicle
5819,Male,57,1,20,1,No,910,26,0,1,NA,41,Recent vehicle
5823,Female,30,1,25,1,No,1745,124,0,1,NA,15,Recent vehicle
5833,Male,49,1,50,0,Yes,952,124,0,1,NA,8,Recent vehicle
5839,Male,38,1,38,1,No,88,124,0,1,NA,13,Recent vehicle
5840,Female,33,1,23,1,No,1216,152,1,0,1,21,New vehicle
5856,Male,68,1,25,1,No,88,122,0,0,NA,28,Recent vehicle
5860,Female,24,1,24,0,Yes,760,26,0,0,NA,41,New vehicle
5861,Female,28,1,23,1,No,1357,152,0,0,NA,5,New vehicle
5868,Male,23,1,31,1,No,1174,152,0,0,NA,13,New vehicle
5882,Female,43,1,47,1,No,773,152,0,1,NA,20,Recent vehicle
5885,Male,28,1,25,0,Yes,2587,124,1,0,1,43,Recent vehicle
5910,Female,28,1,43,1,No,833,152,1,1,1,36,New vehicle
5930,Female,18,1,7,1,No,1084,160,0,1,NA,36,New vehicle
5958,Female,54,1,25,0,Yes,1451,26,1,1,1,23,Recent vehicle
5962,Female,46,1,36,0,Yes,954,124,1,0,1,41,Recent vehicle
5965,Female,42,1,7,0,Yes,1166,124,0,1,NA,32,Recent vehicle
5974,Male,26,1,23,1,No,730,152,0,1,NA,34,New vehicle
5981,Female,36,1,23,1,No,588,152,0,1,NA,36,New vehicle
6004,Male,59,1,14,1,No,88,26,0,0,NA,11,Recent vehicle
6010,Male,54,1,13,0,Yes,1166,26,1,0,1,31,Recent vehicle
6015,Male,23,1,6,1,No,1613,152,1,0,1,22,New vehicle
6039,Male,19,1,50,1,No,973,152,0,0,NA,5,New vehicle
6071,Female,35,1,40,0,Yes,968,124,0,0,NA,22,New vehicle
6082,Male,47,1,25,0,Yes,1174,163,1,0,0,13,Recent vehicle
6091,Male,39,1,45,0,Yes,88,124,0,1,NA,16,Recent vehicle
6092,Female,25,1,12,1,No,976,152,0,0,NA,30,New vehicle
6098,Female,74,1,25,0,Yes,1096,26,1,0,0,21,Recent vehicle
6102,Male,19,1,17,1,No,1239,152,0,0,NA,19,New vehicle
6108,Female,74,1,38,1,No,868,26,1,1,1,12,Recent vehicle
6115,Male,37,1,49,1,No,1058,26,0,0,NA,9,Recent vehicle
6116,Female,33,1,35,0,Yes,1564,160,1,0,1,26,New vehicle
6117,Male,35,1,16,0,Yes,1223,124,1,0,1,39,Recent vehicle
6126,Female,20,1,47,1,No,940,160,0,1,NA,26,New vehicle
6146,Male,24,1,45,0,Yes,88,152,1,0,1,2,New vehicle
6166,Male,38,1,25,1,No,1199,124,0,0,NA,11,Recent vehicle
6177,Female,18,1,3,1,No,1381,152,0,0,NA,14,New vehicle
6187,Male,60,1,23,0,Yes,1056,26,0,0,NA,32,Recent vehicle
6205,Male,53,1,25,1,Yes,1495,26,1,1,1,8,Recent vehicle
6216,Male,24,1,25,0,Yes,1284,152,0,1,NA,13,New vehicle
6219,Female,26,1,41,1,No,995,152,0,0,NA,14,New vehicle
6229,Male,45,1,45,0,No,88,26,0,0,NA,3,Recent vehicle
6232,Male,47,1,25,0,Yes,1232,124,0,0,NA,41,Recent vehicle
6254,Female,21,1,37,0,Yes,888,152,0,0,NA,41,New vehicle
6264,Male,18,1,23,1,No,762,152,0,1,NA,36,New vehicle
6287,Male,37,1,46,0,Yes,88,157,0,1,NA,39,Recent vehicle
6342,Male,20,1,35,1,No,1753,152,0,0,NA,18,New vehicle
6363,Female,23,1,49,1,No,1372,152,1,0,1,41,New vehicle
6371,Male,57,1,40,1,No,88,4,0,0,NA,28,Recent vehicle
6374,Male,39,1,45,0,Yes,907,124,0,1,NA,14,Recent vehicle
6376,Male,27,1,24,1,No,1257,152,0,1,NA,40,New vehicle
6381,Female,23,1,7,0,Yes,1212,152,1,1,1,30,New vehicle
6399,Male,27,1,38,1,No,976,152,1,1,1,36,New vehicle
6402,Male,41,1,25,0,Yes,2299,124,0,0,NA,32,Recent vehicle
6423,Male,22,1,25,1,Yes,912,152,0,0,NA,33,New vehicle
6425,Female,25,1,23,0,Yes,814,160,1,0,1,28,New vehicle
6429,Female,22,1,42,1,No,516,160,0,1,NA,26,New vehicle
6431,Male,40,1,24,0,Yes,1010,124,0,1,NA,4,Recent vehicle
6442,Male,33,1,40,1,No,866,160,1,0,0,44,New vehicle
6446,Male,51,1,25,0,Yes,1534,122,0,0,NA,11,Recent vehicle
6457,Male,23,1,7,1,No,779,152,0,1,NA,4,New vehicle
6474,Female,42,1,25,0,Yes,88,124,1,0,1,31,Recent vehicle
6480,Male,27,1,12,0,Yes,1928,124,0,1,NA,9,New vehicle
6484,Male,32,1,25,1,No,856,152,0,1,NA,24,New vehicle
6489,Female,40,1,5,0,No,88,124,0,0,NA,16,Recent vehicle
6491,Male,54,1,14,1,No,1129,26,0,0,NA,29,Recent vehicle
6502,Male,80,1,8,1,No,639,26,0,0,NA,14,Recent vehicle
6505,Male,29,1,28,1,No,1200,152,1,1,1,11,New vehicle
6521,Male,58,1,25,0,Yes,1309,122,1,1,0,38,Recent vehicle
6532,Female,26,1,23,1,Yes,1124,152,1,0,1,7,New vehicle
6554,Male,40,1,24,0,Yes,88,124,0,0,NA,2,Recent vehicle
6566,Male,28,1,12,1,No,1781,152,1,1,1,42,New vehicle
6584,Male,45,1,24,1,No,88,124,0,0,NA,28,Recent vehicle
6593,Female,52,1,6,1,No,1174,152,0,0,NA,34,Recent vehicle
6605,Female,20,1,7,1,No,782,152,0,0,NA,26,New vehicle
6628,Male,37,1,25,0,Yes,1897,124,0,1,NA,43,New vehicle
6629,Male,46,1,7,1,No,88,26,0,1,NA,24,Recent vehicle
6661,Male,57,1,15,0,Yes,1087,124,0,0,NA,8,Recent vehicle
6668,Male,44,1,25,1,No,1347,26,0,0,NA,40,Recent vehicle
6682,Male,69,1,18,0,Yes,812,156,0,1,NA,18,Recent vehicle
6692,Male,46,1,25,0,Yes,984,25,1,1,1,9,Recent vehicle
6710,Female,46,1,25,1,No,1309,26,0,1,NA,14,Recent vehicle
6719,Female,48,1,25,1,No,88,13,0,0,NA,7,Recent vehicle
6737,Male,18,1,21,0,Yes,1190,160,0,1,NA,33,New vehicle
6741,Female,65,1,20,1,No,1335,124,1,1,1,15,Recent vehicle
6751,Male,71,1,22,0,Yes,88,26,1,0,1,4,Old vehicle
6752,Male,20,1,38,1,No,1198,152,0,0,NA,23,New vehicle
6761,Female,21,1,25,0,Yes,1720,152,1,0,1,42,New vehicle
6784,Male,53,1,45,0,Yes,1091,157,0,0,NA,20,Recent vehicle
6794,Female,32,1,30,1,No,1184,152,0,1,NA,32,New vehicle
6819,Male,57,1,5,0,Yes,88,124,0,1,NA,10,Recent vehicle
6828,Male,35,1,24,1,No,88,152,0,0,NA,9,New vehicle
6829,Female,73,1,25,1,No,1588,26,1,0,1,33,Recent vehicle
6840,Male,52,1,25,0,Yes,1052,42,1,1,0,44,Recent vehicle
6853,Male,42,1,25,0,Yes,1047,26,0,1,NA,20,Recent vehicle
6857,Male,45,1,6,0,Yes,825,26,1,1,1,7,Recent vehicle
6865,Male,53,1,20,1,No,1179,26,0,1,NA,7,Recent vehicle
6867,Female,27,1,24,1,No,998,152,0,0,NA,8,New vehicle
6893,Female,29,1,12,0,Yes,1203,152,0,0,NA,24,New vehicle
6895,Male,44,1,25,0,Yes,1023,124,0,0,NA,24,Recent vehicle
6900,Male,57,1,25,0,Yes,2081,26,0,1,NA,31,Old vehicle
6903,Male,23,1,45,0,Yes,1502,152,0,1,NA,28,New vehicle
6904,Female,47,1,48,1,No,1222,26,0,0,NA,37,Recent vehicle
6917,Male,25,1,12,1,No,1038,152,0,1,NA,3,New vehicle
6927,Female,25,1,17,0,No,1539,152,0,1,NA,5,New vehicle
6944,Female,20,1,28,1,No,817,152,1,1,1,37,New vehicle
6949,Female,29,1,51,1,No,864,151,1,0,1,30,New vehicle
6956,Female,30,1,25,1,No,1022,152,0,1,NA,24,New vehicle
6960,Female,74,1,25,0,Yes,779,26,0,0,NA,7,Recent vehicle
6967,Male,38,1,18,1,No,88,124,1,0,1,18,Recent vehicle
6972,Male,25,1,25,1,No,1149,152,0,1,NA,34,New vehicle
6974,Female,22,1,3,1,No,1242,152,1,0,1,23,New vehicle
6982,Male,25,1,18,1,No,1413,163,0,0,NA,29,New vehicle
6989,Male,49,1,25,0,Yes,2346,124,0,0,NA,13,Recent vehicle
7019,Male,50,1,25,0,Yes,1347,124,0,0,NA,30,Recent vehicle
7047,Male,43,1,12,0,Yes,1236,124,1,1,0,25,Recent vehicle
7049,Male,45,1,29,0,Yes,1732,26,0,0,NA,37,Recent vehicle
7050,Female,26,1,8,0,No,882,152,0,0,NA,25,New vehicle
7067,Female,63,1,5,0,Yes,88,26,0,0,NA,17,Recent vehicle
7079,Female,33,1,38,1,Yes,1334,152,1,1,1,42,New vehicle
7097,Female,19,1,23,1,No,992,152,0,0,NA,21,New vehicle
7113,Male,58,1,42,0,Yes,88,124,0,1,NA,24,Recent vehicle
7123,Male,42,1,25,1,No,1746,26,0,1,NA,13,Recent vehicle
7130,Female,37,1,25,0,Yes,1355,158,1,0,1,27,Old vehicle
7132,Female,30,1,25,1,No,839,152,0,1,NA,2,New vehicle
7158,Male,62,1,12,1,No,1947,26,0,0,NA,3,Recent vehicle
7159,Female,29,1,39,0,No,1011,152,1,1,1,22,New vehicle
7166,Male,23,1,7,1,No,652,160,0,0,NA,24,New vehicle
7170,Male,50,1,25,0,Yes,2366,26,0,1,NA,4,Recent vehicle
7188,Female,18,1,22,1,No,88,152,0,1,NA,30,New vehicle
7189,Female,40,1,25,0,Yes,887,163,1,0,1,32,Recent vehicle
7191,Male,23,1,38,0,Yes,1951,152,0,1,NA,12,New vehicle
7202,Male,27,1,25,1,No,1464,152,0,0,NA,23,New vehicle
7207,Male,40,1,20,1,Yes,1275,124,0,0,NA,39,Recent vehicle
7221,Male,46,1,25,1,No,1489,26,0,0,NA,37,Recent vehicle
7229,Female,59,1,22,0,Yes,88,26,0,1,NA,9,Old vehicle
7252,Male,42,1,53,0,Yes,88,124,0,1,NA,23,Old vehicle
7261,Male,28,1,12,1,No,701,152,0,1,NA,36,New vehicle
7287,Male,46,1,25,0,Yes,1880,26,0,0,NA,31,Recent vehicle
7301,Male,26,1,25,0,Yes,1599,152,0,1,NA,31,New vehicle
7306,Male,27,1,38,0,Yes,1100,124,0,0,NA,28,Recent vehicle
7317,Female,67,1,25,0,Yes,1492,122,1,0,0,2,Old vehicle
7324,Female,32,1,25,1,No,2012,152,0,0,NA,26,New vehicle
